'2023/06/13,'00:00:00,true,false,false,false,false,false,7.61,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
DATE,TIME,L1QuatHut,L1PumpTH_A,L1PumpTH_B,L1PumpChemical_A,L1PumpChemical_B,L1AGIGATOR,L1pH,L2QuatHut,L2PumpTH_A,L2PumpTH_B,L2PumpChemical_A,L2PumpChemical_B,L2AGIGATOR,L2pH,L3QuatHut,L3PumpTH_A,L3PumpTH_B,L3PumpChemical_A,L3PumpChemical_B,L3AGIGATOR,L3pH,L4QuatHut,L4PumpTH_A,L4PumpTH_B,L4PumpChemical_A,L4PumpChemical_B,L4AGIGATOR,L4pH
'2023/06/13,'01:00:00,true,false,false,false,false,false,7.66,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'02:00:00,true,false,false,false,false,false,7.65,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'03:00:00,true,false,false,false,false,false,7.89,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'04:00:00,true,false,false,false,false,false,7.97,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'05:00:00,true,false,false,false,false,false,7.83,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'06:00:00,true,false,false,false,false,false,7.64,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'07:00:00,true,false,false,false,false,false,7.8,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'08:00:00,true,false,false,false,false,false,7.67,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'09:00:00,true,false,false,false,false,false,7.58,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'10:00:00,true,false,false,false,false,false,7.75,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'11:00:00,true,false,false,false,false,false,7.94,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'12:00:00,true,false,false,false,false,false,7.84,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'13:00:00,true,false,false,false,false,false,7.96,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'14:00:00,true,false,false,false,false,false,7.57,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'15:00:00,true,false,false,false,false,false,7.99,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'16:00:00,true,false,false,false,false,false,7.65,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'17:00:00,true,false,false,false,false,false,7.62,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'18:00:00,true,false,false,false,false,false,7.55,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'19:00:00,true,false,false,false,false,false,7.93,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'20:00:00,true,false,false,false,false,false,7.52,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'21:00:00,true,false,false,false,false,false,7.75,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'22:00:00,true,false,false,false,false,false,7.78,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
'2023/06/13,'23:00:00,true,false,false,false,false,false,7.92,false,false,false,false,false,false,0,false,false,false,false,false,false,0,false,false,false,false,false,false,NULL
