'2022/06/12,'00:00:00,true,false,true,false,false,false,9.11,true,true,false,false,false,false,7.18,true,true,false,false,false,false,7,true,true,false,false,false,false,7.1
DATE,TIME,L1QuatHut,L1PumpTH_A,L1PumpTH_B,L1PumpChemical_A,L1PumpChemical_B,L1AGIGATOR,L1pH,L2QuatHut,L2PumpTH_A,L2PumpTH_B,L2PumpChemical_A,L2PumpChemical_B,L2AGIGATOR,L2pH,L3QuatHut,L3PumpTH_A,L3PumpTH_B,L3PumpChemical_A,L3PumpChemical_B,L3AGIGATOR,L3pH,L4QuatHut,L4PumpTH_A,L4PumpTH_B,L4PumpChemical_A,L4PumpChemical_B,L4AGIGATOR,L4pH
'2022/06/12,'01:00:00,true,false,true,false,false,false,8.94,true,true,false,false,false,false,6.87,true,true,false,false,false,false,7.02,true,true,false,false,false,false,7.06
'2022/06/12,'02:00:00,true,false,true,false,false,false,9.01,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.97,true,true,false,false,false,false,7.02
'2022/06/12,'03:00:00,true,false,true,false,false,false,9.26,true,true,false,false,false,false,7,true,true,false,false,false,false,7.02,true,true,false,false,true,false,7.36
'2022/06/12,'04:00:00,true,false,true,false,false,false,9.12,true,true,false,false,false,false,7.19,true,true,false,false,false,false,7.01,true,true,false,false,true,false,7.46
'2022/06/12,'05:00:00,true,false,true,false,false,false,8.96,true,true,false,false,false,false,6.87,true,true,false,false,false,false,6.95,true,true,false,false,true,false,7.37
'2022/06/12,'06:00:00,true,false,true,false,false,false,9.04,true,true,false,false,false,false,6.91,true,true,false,false,false,false,7.02,true,true,false,false,true,false,7.28
'2022/06/12,'07:00:00,true,false,true,false,false,false,9.12,true,true,false,false,false,false,7.22,true,true,false,false,false,false,6.94,true,true,false,false,true,false,7.22
'2022/06/12,'08:00:00,true,false,true,false,false,false,9.21,true,true,false,false,false,false,7.21,true,true,false,false,false,false,6.97,true,true,false,false,true,false,7.15
'2022/06/12,'09:00:00,true,false,true,false,false,false,9.01,true,true,false,false,false,false,7.16,true,true,false,false,false,false,7.02,true,true,false,false,true,false,7.06
'2022/06/12,'10:00:00,true,false,true,false,false,false,8.96,true,true,false,false,false,false,6.93,true,true,false,false,false,false,7,true,true,false,false,true,false,6.97
'2022/06/12,'11:00:00,true,false,true,false,false,false,9.04,true,true,false,false,false,false,6.7,true,true,false,false,false,false,7,true,true,false,false,true,false,6.97
'2022/06/12,'12:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,7.07,true,true,false,false,false,false,6.95,true,true,false,false,true,false,6.96
'2022/06/12,'13:00:00,true,false,true,false,false,false,9.11,true,true,false,false,false,false,6.72,true,true,false,false,false,false,6.98,true,true,false,false,true,false,6.89
'2022/06/12,'14:00:00,true,false,true,false,false,false,8.98,true,true,false,false,false,false,7.01,true,true,false,false,false,false,6.95,true,true,false,false,true,false,6.67
'2022/06/12,'15:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,6.49
'2022/06/12,'16:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,6.55
'2022/06/12,'17:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,5.82
'2022/06/12,'18:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,5.77
'2022/06/12,'19:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,5.71
'2022/06/12,'20:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,6.28
'2022/06/12,'21:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,6.99
'2022/06/12,'22:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,7.45
'2022/06/12,'23:00:00,true,false,true,false,false,false,9.1,true,true,false,false,false,false,6.98,true,true,false,false,false,false,6.94,true,true,false,false,true,false,7.24
